	Movie	Review	Predicted
1224	Star Wars: Episode VIII - The Last Jedi	I saw this part 6 hours after watching the previous one for the first time, so I still remember what happened before. This movie focuses on the WAR  for a change and has its surprises which is a good thing, but it has its downsides, too. There were too many repetitions, there were also moments that felt like a pure fanservice (depressed Luke joking? Really?). The cool idea of the Abyss was never extended. This part is definitely better than the previous one, but it has many unused opportunities.	0
1225	Wild at Heart	Along with Dune it's one of Lynch's worst efforts, but the worst Lynch is still good film by general standard. Unusual in telling its story of love and the wild human beings who bristle with life, Wild at Heart is much like The Elephant Man in that a typical story is taken and given Lynchian elements. Despite its pedigree, the film is edited somewhat poorly and moves at a janky pace. There's little to engage the viewer beyond visceral images and it lacks the depth of Lynch's other films.	0
1226	The Incredibles	What's better than a movie about a family full of superheros? The incredibles is an excellent movie for the whole family, even the little ones.  The humor is clever and the action is non-stop.  With a combination of all different kinds of movies, The Incredibles sets itself up as one of the best animation movies of all time.  Ironically, its a movie for all ages willing to have a fun time at the theatre.  Incredible is an understatement. 	2
1227	Sweet Smell of Success	I haven't watched a film with dialogue as well written as this since, shit, probably a Tennessee Williams film, or something. The noir look (something that doesn't quite automatically hook me) worked well here, New York City is as claustrophobic in this film as you'll ever see it. Burt Lancaster's heel turn is the real star here, Curtis' mannerisms are a bit unintentionally funny these days, but that doesn't detract from how goddamn great this is.	2
1228	The Crazies	  Good: made you really root for the characters, pacing was well done, really kept you on the edge of your seat, great job building tension ; - Bad: predictable at times, didn't do enough to tell the backstory/details, didn't bring a whole lot new to the genre, military a bit too one-dimensional	1
1229	The Last Man on Earth	It falls apart in the 3rd act when things start feeling rushed and actions happen with little explanation. The rest of the movie's enjoyable, though, and is definitely worth it if you're a fan of Vincent Price or the genre.	0
1230	The Last Man on Earth	It falls apart in the 3rd act when things start feeling rushed and actions happen with little explanation. The rest of the movie's enjoyable, though, and is definitely worth it if you're a fan of Vincent Price or the genre.	0
1231	Drive	After we got out of the theater, my girlfriend and I stood there trying to think of something this movie did well. Sadly, Bryan Cranston and the cinematography were all that we could think of. 	0
1232	Transformers: Revenge of the Fallen	Literally the worst narrative I've seen in recent years. Though the special effects are impressive, its really difficult to tell what the hell is going on when the robots are fighting eachother. Alot worse than the first one.	0
1233	Finding Nemo	In this hilarious animated Disney-Pixar film, an adorable dad clownfish named Marlin goes on an incredible journey through the deep depths of the ocean searching for his lost son. Along the way he encounters an absent-minded blue tang fish named Dory and Australian sea turtles surfing the East Australian Current (EAC). Though this journey is depressing at times for Marlin, Dory and Crush, the sea turtle, add comic relief that help this movie surf to the top of the charts.	2
1234	Death at a Funeral	This horrible excuse for a remake is quite possibly the worst remake I've ever seen.  I'd rather watch the Keanu Reeves remake of The Day the Earth Stood Still a hundred times in a row than watch these inept actors struggle to replicate the exceptional performance of the original cast.  Chris Rock, Luke Wilson, shame on you.   Even the little person who was in the original didn't perform as well as he did the first time.  You'd think that he would be better, having done it before.  AVOID THIS.	1
1235	What Ever Happened to Baby Jane?	Though Bette Davis gives one of the best performances I've seen in quite some time, the movie seems to lack any form of logic, with characters making the stupidest and most illogical decisions, and the movie drags on far too long.  Still, the tension was high throughout almost the entire work, and Baby Jane should be remembered alongside the top villains of her time. 	0
1236	Loving Vincent	take away the animation and you have a pretty boring movie. 	0
1237	Titanic	Just because you're basing something on a real life tragedy, the artisitc liberties don't just open up for you to use every epic and romantic cliche in fabricating it.	2
1238	Rio Bravo	The film was made as a response to High Noon, which is sometimes thought to be an allegory for blacklisting in Hollywood, as well as a critique of McCarthyism. Wayne teamed up with director Howard Hawks to tell the story his way.	2
1239	Incubus	This movie is unbelievable. It wasn't unique enough to shoot it in Esperanto - it apparently had to be one of the weirdest Demon films out there. Bergman by way of the Outer Limits.	2
1240	Titanic	Just because you're basing something on a real life tragedy, the artisitc liberties don't just open up for you to use every epic and romantic cliche in fabricating it.	2
1241	One Flew Over the Cuckoo's Nest	Scenes from this movie have really bothered me. Jack Nicholson seems to me like a bully who is being presented as a hero. I believe I've seen most of this movie in parts at different times in my life, and can't imagine sitting through the whole thing it was so ugly. 	0
1242	Man on Wire	After all the hype, this left me a little cold. While I enjoyed the tale with all its Gallic flare, I wasn't that moved by the bigger philosophical messages it strained to impart. 	2
1243	The Haunting	"Is this a haunted house film or a psychological thriller?  The beauty is that this film lets you decide.  The true horror of The Haunting all takes place in your own mind. The setup for this movie is simple; A college professor studying the paranormal enlists three people to stay with him in a reputedly haunted house to study the phenomena.  Before all is said and done, at least one member of this party will not leave.
"	2
1244	The Lord of the Rings: The Fellowship of the Ring	the one that started it all! the actors are terrible and the story and characters are even worse. it was so damn boring and long. i'm really not into these types of movies AT ALL! sorry Lord of the Rings fans. i don't care how original these movies might be.	0
